,DateTime,Outlet,Sentiment,Sentiment Neg,Sentiment Neu,Sentiment Pos,Text,Tweets Ago
3,Wed Apr 04 03:01:56 +0000 2018,@foxnews,0.4019,0.0,0.876,0.124,".@ChrisNeiweem on @POTUS plans to bring troops back from Syria: ""It's a chess match and I think he's smart. Some of… https://t.co/AUgclKJPlb",3.0
4,Wed Apr 04 02:55:38 +0000 2018,@foxnews,0.0772,0.104,0.779,0.117,"Michael Waltz: ""Unfortunately this president...is going to have to clean up the messes that Obama left him after ei… https://t.co/iB0JGy0LJb",4.0
5,Wed Apr 04 02:45:43 +0000 2018,@foxnews,0.4019,0.0,0.847,0.153,Former ICE Special Agent: #Trump Policies Not Drastic; 'Returning to Status Quo' Before #Obama  #IngrahamAngle https://t.co/kwqwFATXzO,5.0
6,Wed Apr 04 02:36:03 +0000 2018,@foxnews,0.4215,0.0,0.851,0.149,"On Tuesday, President @realDonaldTrump vowed to have the United States military guard the U.S.-Mexico border until… https://t.co/E1zitEdgBo",6.0
7,Wed Apr 04 02:24:35 +0000 2018,@foxnews,-0.4767,0.154,0.846,0.0,"Colorado man arrested after attempting to enter @usairforce base, driving to school in minivan strapped with propan… https://t.co/bOXzyCxMYm",7.0
8,Wed Apr 04 02:22:51 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,".@MonicaCrowley: ""How refreshing to have an American commander-in-chief who means what he says, says what he means,… https://t.co/DsRXAwKi4s",8.0
9,Wed Apr 04 02:14:33 +0000 2018,@foxnews,0.5423,0.0,0.8,0.2,"Robbed of memories and money, a 96-year-old veteran gets his @FordMustang back in full glory https://t.co/NSgyQ0P5Pw",9.0
10,Wed Apr 04 01:56:49 +0000 2018,@foxnews,0.128,0.126,0.719,0.156,Man who threw banana peel at Dave Chappelle is now suing the comedian https://t.co/OFM9q1lpOq,10.0
11,Wed Apr 04 01:45:19 +0000 2018,@foxnews,0.3818,0.0,0.822,0.178,"Senate cracks down on election hacking, pushes bills to protect the vote https://t.co/h4NPZp7lJB",11.0
12,Wed Apr 04 01:36:51 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,.@SebGorka: “If you are seeking asylum…then you have to seek asylum in the first country that provides it after you… https://t.co/9UGdHxUang,12.0
13,Wed Apr 04 01:28:28 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,#Trump would not be first president to send National Guard soldiers to US-Mexico border https://t.co/zVq43ASvT4,13.0
14,Wed Apr 04 01:15:41 +0000 2018,@foxnews,0.4754,0.0,0.795,0.205,Labrador Retrievers ranked most popular dog in America for 27 years running https://t.co/Vgq5xEXcmt,14.0
15,Wed Apr 04 01:10:29 +0000 2018,@foxnews,-0.7783,0.343,0.657,0.0,"Hotel lifts lifetime ban for man who destroyed room with pepperoni, flock of seagulls https://t.co/OmhYN8eNUe",15.0
16,Wed Apr 04 01:00:14 +0000 2018,@foxnews,0.7717,0.0,0.66,0.34,Mom praises @TSA employee who helped with her autistic son: She's from 'TSA heaven' https://t.co/tZm8JhIaEB,16.0
17,Wed Apr 04 00:50:58 +0000 2018,@foxnews,0.4168,0.0,0.812,0.188,"Mueller claims #Trump is not criminal target in his investigation, report says https://t.co/J8zfc7sXqm",17.0
18,Wed Apr 04 00:45:07 +0000 2018,@foxnews,0.1531,0.0,0.918,0.082,"Sheriff slams county's call for more police training as a 'slap in the face,' says it drives 'anti-law enforcement… https://t.co/91nvwAaGDz",18.0
19,Wed Apr 04 00:35:53 +0000 2018,@foxnews,-0.7906,0.35,0.65,0.0,"Bus traveling from Houston crashes in Mexico, leaving 1 dead, multiple others injured, reports say https://t.co/scxEX5FF2s",19.0
20,Wed Apr 04 00:26:39 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,Stormy Daniels' lawyer requests 'suspicious' bank information linked to 'hush' payment https://t.co/uF1FQAtq1o,20.0
21,Wed Apr 04 00:21:23 +0000 2018,@foxnews,0.4215,0.0,0.851,0.149,".@jorgeramosnews on migrant caravan: ""I think, finally, the United States and #DonaldTrump, they've realized that t… https://t.co/DecF0gA0Xc",21.0
22,Wed Apr 04 00:15:04 +0000 2018,@foxnews,0.3182,0.0,0.887,0.113,".@jorgeramosnews: ""I don't think that bringing the military to the border is the right solution. I think it's going… https://t.co/eOpyo6y7aa",22.0
23,Wed Apr 04 00:07:34 +0000 2018,@foxnews,0.2263,0.0,0.913,0.087,"Chad Jenkins: ""This can happen anywhere and we, as American citizens, need to be prepared for this type of atrociou… https://t.co/gzlyZXGreQ",23.0
24,Tue Apr 03 23:57:20 +0000 2018,@foxnews,-0.128,0.081,0.919,0.0,".@CLewandowski_: “A stock market that continues to go up. A president who’s defending our border, cutting taxes for… https://t.co/ZMB1dWbjny",24.0
25,Tue Apr 03 23:46:47 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,.@SanBrunoPolice provide an update on Tuesday's shootings at @YouTube headquarters  https://t.co/X8Ja78j1d4 https://t.co/F0c6LeRen5,25.0
26,Tue Apr 03 23:39:36 +0000 2018,@foxnews,-0.25,0.225,0.65,0.125,".@TGowdySC: “I’m worried about the divisiveness. I like contrast…but conflict is debilitating, and I just feel our… https://t.co/ooEpmb7x59",26.0
27,Tue Apr 03 23:25:47 +0000 2018,@foxnews,-0.1531,0.086,0.914,0.0,.@gen_jackkeane: “We are pushing back on Russia and confronting them more than [@POTUS’] predecessor did for eight… https://t.co/Lq99FSGTkA,27.0
28,Tue Apr 03 23:18:05 +0000 2018,@foxnews,0.34,0.0,0.893,0.107,"Brandon Judd, National Border Patrol Union President: “We have to do something to secure the border so that we have… https://t.co/uUh4faCgYg",28.0
29,Tue Apr 03 23:14:40 +0000 2018,@foxnews,0.144,0.0,0.9,0.1,Fitton: Op-Ed by Andrew McCabe's Wife Is 'Noise' So He Can Challenge FBI Ouster https://t.co/eT4zdfj6Xp,29.0
30,Tue Apr 03 22:58:21 +0000 2018,@foxnews,-0.4767,0.181,0.819,0.0,"#Trump Tells Latvian President to Call on Baltic Reporter, Not 'Fake News' US Press https://t.co/Vm6hYexIsP",30.0
31,Tue Apr 03 22:50:21 +0000 2018,@foxnews,-0.5574,0.205,0.795,0.0,".@continetti: ""When [@POTUS] was inaugurated president, illegal border traffic dropped precipitously. It's now been… https://t.co/Wf0TX3GZWT",31.0
32,Tue Apr 03 22:39:32 +0000 2018,@foxnews,-0.25,0.133,0.867,0.0,US proposes extra tariffs on $50B in Chinese products to protest tech theft https://t.co/q8ZiJiUBGD,32.0
33,Tue Apr 03 22:36:14 +0000 2018,@foxnews,0.2263,0.107,0.744,0.149,Medical official: “We now have 3 victims who have come in that we’ve taken care of.” (via @FoxBusiness) https://t.co/e8aQUATiiv,33.0
34,Tue Apr 03 22:16:44 +0000 2018,@foxnews,-0.1531,0.091,0.909,0.0,"Moments ago, President @realDonaldTrump offered his thoughts and prayers to those affected by Tuesday's shooting at… https://t.co/bJz9kJyHjT",34.0
35,Tue Apr 03 21:56:44 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,".@YouTube shooting sparks reaction from lawmakers, national figures https://t.co/2j2GFGHS9R",35.0
36,Tue Apr 03 21:53:49 +0000 2018,@foxnews,-0.6486,0.212,0.788,0.0,"BREAKING: Woman found dead at @YouTube headquarters, believed to be shooter, police confirm; at least 4 wounded https://t.co/U3eZQUE0um",36.0
37,Tue Apr 03 21:36:14 +0000 2018,@foxnews,0.4019,0.0,0.863,0.137,"Authorities give an update on the active shooter situation at YouTube's headquarters in San Bruno, California. Cour… https://t.co/TrMg49BxdN",37.0
38,Tue Apr 03 21:29:03 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,'She Was Shot Ten Times': Witness Claims Seeing Two Women Shot at @YouTube HQ  https://t.co/EAvbSFmCs3,38.0
39,Tue Apr 03 21:13:33 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,"""There's a lot of police in that building."" Eyewitness describes police response to report of gunshots at @YouTube… https://t.co/lf1Rixaa20",39.0
40,Tue Apr 03 21:09:31 +0000 2018,@foxnews,0.4019,0.0,0.828,0.172,.@YouTube employee describes seeing 'blood drips on the floor' amid active shooter reports https://t.co/R6FMYPHgyV,40.0
41,Tue Apr 03 21:07:26 +0000 2018,@foxnews,0.0772,0.0,0.925,0.075,"Trump: 'I want to get out' of Syria and 'bring our troops back home' - via @brookefoxnews 
https://t.co/tYO5LHYiKH",41.0
42,Tue Apr 03 21:05:28 +0000 2018,@foxnews,0.4019,0.0,0.847,0.153,"Authorities have responded to an active shooter situation at @YouTube's headquarters in San Bruno, California.… https://t.co/U5ep2uLEdp",42.0
43,Tue Apr 03 21:04:07 +0000 2018,@foxnews,0.128,0.082,0.818,0.1,"""I was trying to find tools to help her and I found a bungee cord and I tied that around her leg to stop the blood… https://t.co/nyqwfeRyAS",43.0
44,Tue Apr 03 20:47:32 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,"JUST IN: 'Multiple patients' hospitalized after reported @YouTube HQ shooting, officials say  https://t.co/FNBrozuksO",44.0
45,Tue Apr 03 20:40:12 +0000 2018,@foxnews,0.4019,0.0,0.803,0.197,"Police say 'active shooter' at @YouTube headquarters in San Bruno, California https://t.co/i9eyCbLWrQ",45.0
46,Tue Apr 03 20:21:20 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,BREAKING: Gunshots reported at @YouTube headquarters in California https://t.co/IiVK9XZPOG,46.0
47,Tue Apr 03 20:11:03 +0000 2018,@foxnews,0.34,0.0,0.906,0.094,"David Ward, former ICE agent: “If we don’t secure our border, what you saw in Europe is going to happen here in the… https://t.co/QYAtoJGqd4",47.0
48,Tue Apr 03 20:06:00 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,'Monster' diamondback rattlesnake spotted in Florida https://t.co/x3WlykSOUJ,48.0
49,Tue Apr 03 19:55:32 +0000 2018,@foxnews,0.0772,0.0,0.929,0.071,"John Kasich, in New Hampshire, hints at Trump 2020 challenge: 'All my options are on the table' https://t.co/wyF60UBoTH",49.0
50,Tue Apr 03 19:48:00 +0000 2018,@foxnews,0.128,0.168,0.619,0.212,Homeland Security finds suspected listening devices in Washington https://t.co/7FGRpX8wYr,50.0
51,Tue Apr 03 19:40:37 +0000 2018,@foxnews,-0.802,0.444,0.556,0.0,Family of 4 killed in Florida crash after seeing SpaceX launch https://t.co/YKZ2huoFcb,51.0
52,Tue Apr 03 19:29:46 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,Big brother gets haircut to mimic sister's 10-inch brain surgery scar https://t.co/6vXIXAPJjj,52.0
53,Tue Apr 03 19:18:14 +0000 2018,@foxnews,0.1779,0.0,0.825,0.175,#Trump says 'nobody has been tougher on Russia' https://t.co/qewbJrtSF1,53.0
54,Tue Apr 03 19:06:02 +0000 2018,@foxnews,0.3818,0.0,0.822,0.178,"Senate cracks down on election hacking, pushes bills to protect the vote https://t.co/7rCXnw0QeG",54.0
55,Tue Apr 03 18:57:58 +0000 2018,@foxnews,-0.3034,0.149,0.761,0.09,"WHERE'S THE FIRE? With sirens blaring, a National Guardsman, and Ohio firefighter, surprised his little girls as he… https://t.co/kvt1UlcCSO",55.0
56,Tue Apr 03 18:21:50 +0000 2018,@foxnews,0.5106,0.0,0.769,0.231,".@POTUS: “We have to have strong borders. We need the wall."" https://t.co/AMR7iZauQy",56.0
57,Tue Apr 03 18:20:30 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,.@POTUS on military guarding the U.S. southern border: “I think that it’s something we have to do.”… https://t.co/UCkZySycL4,57.0
58,Tue Apr 03 18:15:54 +0000 2018,@foxnews,0.8481,0.0,0.586,0.414,".@KerstiKaljulaid: “We believe that peace, security, and prosperity depend on strong, sovereign nations that respec… https://t.co/KJHrVqaWGU",58.0
59,Tue Apr 03 18:11:23 +0000 2018,@foxnews,0.34,0.0,0.854,0.146,.@POTUS says the military will secure the southern border until wall can be built https://t.co/opOzIjPCCp,59.0
60,Tue Apr 03 18:10:22 +0000 2018,@foxnews,0.7184,0.0,0.714,0.286,"Raimonds Vejonis, president of Latvia: ""The United States of America is our closest friend and ally."" https://t.co/sJFfcipFr8",60.0
61,Tue Apr 03 18:07:28 +0000 2018,@foxnews,-0.5859,0.295,0.58,0.125,.@Grybauskaite_LT: Lithuania is with the United States on fighting the terrorists through all the world. https://t.co/q4J6hdWvJX,61.0
62,Tue Apr 03 18:06:59 +0000 2018,@foxnews,0.6705,0.0,0.766,0.234,".@POTUS: “For a century, the United States has stood with the people of the Baltics in support of their independenc… https://t.co/GlWzUHI0aV",62.0
63,Tue Apr 03 17:56:00 +0000 2018,@foxnews,0.4215,0.0,0.811,0.189,Grindr dating app slammed for sharing users' HIV statuses with other companies https://t.co/vnDpzj5QIS,63.0
64,Tue Apr 03 17:49:06 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,.@POTUS holds a joint news conference with the Baltic States Heads of Government https://t.co/eZFh2HS6ZW,64.0
65,Tue Apr 03 17:48:01 +0000 2018,@foxnews,-0.3818,0.148,0.852,0.0,"EPA, Pruitt announce rollback of Obama-era fuel standards, setting up another battle with California (via… https://t.co/cHvy9YnuMy",65.0
66,Tue Apr 03 17:41:31 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,Trump on 'Caravan' of Migrants: US Military Will Guard Mexican Border Until Wall Is Built https://t.co/CtYOEWR2pw,66.0
67,Tue Apr 03 17:33:38 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,"JUST IN: US Marine Corps Harrier jet crashes in Djibouti; pilot ejected but status unknown, officials say https://t.co/xH1e9Lf3I3",67.0
68,Tue Apr 03 17:21:03 +0000 2018,@foxnews,0.3818,0.0,0.843,0.157,"Senate cracks down on election hacking, pushes bills to protect the vote (via @EricShawnTV) https://t.co/7rCXnw0QeG",68.0
69,Tue Apr 03 17:15:00 +0000 2018,@foxnews,0.7717,0.0,0.676,0.324,Dyan Cannon says Cary Grant will be part of upcoming musical: 'I still love him' https://t.co/9FjPVXfS2y,69.0
70,Tue Apr 03 17:12:56 +0000 2018,@foxnews,-0.296,0.167,0.833,0.0,"House Dem: Trump 'Scapegoats' Immigrants to Distract From Mueller, Stormy Daniels https://t.co/3tYBjD2iDc",70.0
71,Tue Apr 03 16:55:48 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,".@POTUS: “We cannot have people flowing into our country illegally, disappearing and by the way, never showing up t… https://t.co/9UlZXi0njF",71.0
72,Tue Apr 03 16:53:14 +0000 2018,@foxnews,0.4588,0.0,0.88,0.12,".@POTUS: “We have immigration laws that are laughed at by everybody and it’s got to be changed. We need the wall, w… https://t.co/xwzmEBCRJr",72.0
73,Tue Apr 03 16:50:25 +0000 2018,@foxnews,0.34,0.0,0.882,0.118,".@POTUS: “Until we have a wall and proper security, we’re going to be guarding our border with the military.” https://t.co/jccz2f9dqi",73.0
74,Tue Apr 03 16:47:32 +0000 2018,@foxnews,-0.0772,0.148,0.718,0.134,.@POTUS: “NAFTA has been a terrible deal for the United States. We’re renegotiating the deal right now.” https://t.co/KHArzf5aJQ,74.0
75,Tue Apr 03 16:47:10 +0000 2018,@foxnews,0.3898,0.0,0.883,0.117,.@POTUS: “We intend to get along with China but we have to do something very substantial about the trade deficit.” https://t.co/1Z22Q5Knq0,75.0
76,Tue Apr 03 16:31:11 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,".@ChickfilA become nation's third-largest fast food restaurant by 2020, analysts say https://t.co/2gILIUA7Ij",76.0
77,Tue Apr 03 16:22:25 +0000 2018,@foxnews,-0.4404,0.209,0.791,0.0,Instagram clamps down on apps amid Facebook data scandal https://t.co/LhC774CG8R (via @christocarbone),77.0
78,Tue Apr 03 16:12:59 +0000 2018,@foxnews,-0.3818,0.157,0.843,0.0,"EPA, Pruitt announce rollback of Obama-era fuel standards, setting up another battle with California https://t.co/2aKUywfCfV",78.0
79,Tue Apr 03 16:12:04 +0000 2018,@foxnews,0.1027,0.0,0.877,0.123,"Prince Philip admitted to hospital for hip surgery, palace says https://t.co/bH55nU7Euu",79.0
80,Tue Apr 03 16:09:18 +0000 2018,@foxnews,-0.6249,0.284,0.618,0.098,Alex Van Der Zwaan sentenced to 30 days in prison for lying to federal investigators in Special Counsel probe - via… https://t.co/Ajyn0OcHJV,80.0
81,Tue Apr 03 15:58:55 +0000 2018,@foxnews,-0.7717,0.251,0.749,0.0,"JUST IN: Dutch lawyer Alex van der Zwaan given 30 days in prison for lying to federal agents, marks first sentence… https://t.co/RGs6y2cMdO",81.0
82,Tue Apr 03 15:43:57 +0000 2018,@foxnews,0.3818,0.0,0.86,0.14,Teen miraculously survives 12 hours in Los Angeles sewage by finding air pocket to stay alive https://t.co/oCaaCBI719,82.0
83,Tue Apr 03 15:43:42 +0000 2018,@foxnews,0.0258,0.127,0.741,0.132,"Prestigious university hosting student training seminar on how to combat ""Christian privilege"" in America (via… https://t.co/q5GZzQEVEl",83.0
84,Tue Apr 03 15:39:12 +0000 2018,@foxnews,-0.6369,0.219,0.781,0.0,Where are the Hart children? Investigators retrace route of doomed family who plunged off cliff https://t.co/ahpprPdAD2,84.0
85,Tue Apr 03 15:33:56 +0000 2018,@foxnews,0.2732,0.135,0.622,0.244,"Tiger Woods, ex-girlfriend locked in legal battle over non-disclosure agreement, report says (via @RyanGaydos) https://t.co/vdAGJT5fTH",85.0
86,Tue Apr 03 15:20:00 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,Sperm whale spotted for first time in inland waters of Washington state (via @travfed)  https://t.co/g4Tsk6csHu,86.0
87,Tue Apr 03 15:10:44 +0000 2018,@foxnews,-0.0258,0.186,0.588,0.226,"Bullied Oklahoma boy, 7, adopts rescue cat with same rare eye condition and cleft lip https://t.co/l5p1EwI6VD",87.0
88,Tue Apr 03 15:09:27 +0000 2018,@foxnews,-0.5859,0.242,0.758,0.0,New York @AGSchneiderman announces the filing of a multistate lawsuit to block the #Trump administration from deman… https://t.co/DcqfMoYJ1V,88.0
89,Tue Apr 03 15:01:42 +0000 2018,@foxnews,0.7717,0.0,0.66,0.34,Mom praises TSA employee who helped with her autistic son: She's from 'TSA heaven' https://t.co/AKuXKZtpQQ,89.0
90,Tue Apr 03 14:59:16 +0000 2018,@foxnews,0.5719,0.0,0.561,0.439,.@RobGronkowski fulfills heart transplant patient's 'one wish' https://t.co/L11Qa7nJVP,90.0
91,Tue Apr 03 14:40:32 +0000 2018,@foxnews,-0.4215,0.157,0.843,0.0,Ex-Astros coach returns to throw out first pitch months after nearly dying from brain injury https://t.co/sWjSsKGLAw,91.0
92,Tue Apr 03 14:38:19 +0000 2018,@foxnews,0.3612,0.0,0.762,0.238,.@EPAScottPruitt delivers remarks on fuel efficiency standard changes https://t.co/BJMNXWIj0O,92.0
93,Tue Apr 03 14:33:07 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,.@CLewandowski_: “We are a sovereign country and if we can’t control our borders than we are nothing.” https://t.co/7K7ZzEuKcX,93.0
94,Tue Apr 03 14:31:07 +0000 2018,@foxnews,0.6705,0.0,0.766,0.234,.@CLewandowski_: “We have a growth rate in the first quarter of 2.9% which is significantly better than where the O… https://t.co/CoE9l9Y5KK,94.0
95,Tue Apr 03 14:02:08 +0000 2018,@foxnews,-0.2263,0.16,0.84,0.0,"Student driver misses turn, slams into mobile home in Indiana https://t.co/FmCMMQEfWV",95.0
96,Tue Apr 03 14:02:08 +0000 2018,@foxnews,-0.2263,0.16,0.84,0.0,"Student driver misses turn, slams into mobile home in Indiana https://t.co/FmCMMQEfWV",96.0
97,Tue Apr 03 13:47:19 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,Roseanne Barr is back on TV and getting into social media squabbles https://t.co/PSrLooVmyo,97.0
98,Tue Apr 03 13:40:31 +0000 2018,@foxnews,-0.6249,0.344,0.529,0.127,Teen battling cancer crowned honorary prom queen by South Carolina high school https://t.co/77XM6dvN5D,98.0
99,Tue Apr 03 13:34:05 +0000 2018,@foxnews,0.0,0.0,1.0,0.0,2 Students in Elementary School Choir Kneel for Anthem at MLB Game https://t.co/JEvDKfY3Uz,99.0
0,Wed Apr 04 03:47:04 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Oklahoma, Kentucky, Arizona: The latest on the teachers in multiple states who have walked off the job or are makin… https://t.co/1YO0i1e8tp",0.0
1,Wed Apr 04 03:32:06 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"The Trump administration said it will place a 25% tariff on electronic touch screens, iron and steel plates, medica… https://t.co/ZtY7Eptmg8",1.0
2,Wed Apr 04 03:02:01 +0000 2018,@nytimes,0.4215,0.0,0.858,0.142,Want to find a city with a mix of jobs just like the place you already live in? Or maybe one that is as different a… https://t.co/lUKE9GREw6,2.0
3,Wed Apr 04 02:47:03 +0000 2018,@nytimes,-0.0258,0.134,0.737,0.129,"Grindr is facing a firestorm of criticism for sharing users’ HIV status, sexual tastes and other intimate personal… https://t.co/eAd9QssbRW",3.0
4,Wed Apr 04 02:32:06 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"If the addition of a citizenship question to the 2020 census reduces participation of noncitizens, here are the sta… https://t.co/u2vOrOheEU",4.0
5,Wed Apr 04 02:02:03 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Next year’s L train shutdown will upend life in Manhattan, turning 14th Street into the busiest bus route in the co… https://t.co/69l0IOaU4d",5.0
6,Wed Apr 04 01:47:02 +0000 2018,@nytimes,0.7351,0.0,0.725,0.275,The snow monkeys of Japan like a nice warm bath. Scientists wanted to find out the real reason they sought out the… https://t.co/msNUw3qcEc,6.0
7,Wed Apr 04 01:32:05 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Mick Mulvaney, the acting director of the Consumer Financial Protection Bureau, called on lawmakers to cripple the… https://t.co/YF2PjqGa9N",7.0
8,Wed Apr 04 01:07:04 +0000 2018,@nytimes,-0.5994,0.196,0.804,0.0,The political calculus on guns shifted after the assassination of Rev. Dr. Martin Luther King Jr. https://t.co/FjPW9ZaJXT,8.0
9,Wed Apr 04 00:57:06 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/1NT3oGoqJq,9.0
10,Wed Apr 04 00:37:01 +0000 2018,@nytimes,-0.1027,0.065,0.935,0.0,Rep. Beto O’Rourke from El Paso has stunned political observers by raising more money than any Democrat who has eve… https://t.co/KSHxWWoLer,10.0
11,Wed Apr 04 00:17:03 +0000 2018,@nytimes,0.5598,0.0,0.84,0.16,"Why is ""The Bachelor"" so popular? A former producer says it speaks for itself. ""The journey is still a fantasy — ba… https://t.co/zr5TZJsxH9",11.0
12,Wed Apr 04 00:02:06 +0000 2018,@nytimes,0.7003,0.0,0.721,0.279,The Met Museum is preparing to shuffle some 700 paintings in a huge game of musical masterpieces https://t.co/3UERbPUFqF,12.0
13,Tue Apr 03 23:32:04 +0000 2018,@nytimes,0.4588,0.0,0.857,0.143,"Stanley Kubrick’s ""2001: A Space Odyssey"" turns 50 today. Here's our favorite references from the pop culture of th… https://t.co/n44ZDbz2kB",13.0
14,Tue Apr 03 23:17:08 +0000 2018,@nytimes,0.0772,0.0,0.929,0.071,"On a trip from Iraqi Kurdistan to Sinjar, @alissanyt encountered an unsettling number of checkpoints that made trav… https://t.co/btGuNAbI3v",14.0
15,Tue Apr 03 23:02:04 +0000 2018,@nytimes,-0.6486,0.249,0.687,0.064,Escalating hostilities signal what will likely be years of legal and political fights between the Trump White House… https://t.co/ZR9tgXv2nB,15.0
16,Tue Apr 03 22:30:16 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"In his last years, the Rev. Dr. Martin Luther King Jr. was grappling with many issues: workers rights, a sprawling… https://t.co/hDl0HJkO2x",16.0
17,Tue Apr 03 22:14:02 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/DfKdvi968S,17.0
18,Tue Apr 03 21:58:26 +0000 2018,@nytimes,-0.7717,0.295,0.705,0.0,"Breaking News: The suspect in the shooting at YouTube’s headquarters was a woman who apparently killed herself, the… https://t.co/IVvhDrLg7E",18.0
19,Tue Apr 03 21:54:43 +0000 2018,@nytimes,-0.7717,0.295,0.705,0.0,"YouTube shooting updates:
• The suspect was a woman who apparently killed herself, police said
• At least four peop… https://t.co/HjVE82GMRU",19.0
20,Tue Apr 03 21:53:03 +0000 2018,@nytimes,0.4767,0.0,0.871,0.129,"Apple has hired Google’s chief of search and artificial intelligence, a major coup in its bid to catch up to the ar… https://t.co/XRAp2c5neA",20.0
21,Tue Apr 03 21:43:02 +0000 2018,@nytimes,-0.34,0.165,0.726,0.109,A special court in The Hague is set to examine violence against ethnic Albanians in Kosovo by their former liberato… https://t.co/FP7UOxs89j,21.0
22,Tue Apr 03 21:31:00 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Our reporter @daiwaka is in San Bruno, California, reporting on the YouTube shooting https://t.co/BYkk9Ghoeg",22.0
23,Tue Apr 03 21:19:05 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Breaking News: A shooting at YouTube’s headquarters in California left several people hospitalized, the authorities… https://t.co/XvcpHJ910s",23.0
24,Tue Apr 03 21:15:05 +0000 2018,@nytimes,0.7615,0.0,0.733,0.267,He started to discover that maybe it’s not correcting bad science that the internet loves. What the internet really… https://t.co/gkPybwTZZO,24.0
25,Tue Apr 03 21:00:27 +0000 2018,@nytimes,0.6369,0.0,0.656,0.344,"""This was the best lasagna I had ever eaten"" https://t.co/SUzMmFL6y8",25.0
26,Tue Apr 03 20:45:06 +0000 2018,@nytimes,0.5267,0.104,0.667,0.23,"Well off the beaten path and one of Africa’s last, great, uninhabited safari areas, the Selous delivers all the big… https://t.co/7NKkVRCs3o",26.0
27,Tue Apr 03 20:36:20 +0000 2018,@nytimes,0.4019,0.0,0.87,0.13,"There have been reports of an active shooting at YouTube headquarters in San Bruno, California., the police said https://t.co/O6wcStWN0I",27.0
28,Tue Apr 03 20:30:00 +0000 2018,@nytimes,0.4588,0.0,0.846,0.154,We also want your help in identifying some of the women and men who have appeared in iconic photos of the civil rig… https://t.co/SiIa6msvMC,28.0
29,Tue Apr 03 20:27:00 +0000 2018,@nytimes,0.7717,0.0,0.774,0.226,"""Is this America, the land of the free and the home of the brave, where we have to sleep with our telephones off th… https://t.co/VMqUGcFX9X",29.0
30,Tue Apr 03 20:24:00 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,Diane Nash led students in sit-ins and helped coordinate the historic 54-mile march from Selma to Montgomery. She h… https://t.co/QFCyGnBRXQ,30.0
31,Tue Apr 03 20:21:00 +0000 2018,@nytimes,0.4588,0.0,0.85,0.15,"Bernice Johnson Reagon, a leader in the movement, formed the award-winning a cappella group, Sweet Honey in the Roc… https://t.co/kfohEPBYCZ",31.0
32,Tue Apr 03 20:18:00 +0000 2018,@nytimes,0.4215,0.0,0.808,0.192,Ella Baker convened a landmark meeting at Shaw University and encouraged student leaders to form their own organiza… https://t.co/QTmNsrqJB7,32.0
33,Tue Apr 03 20:15:00 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Dorothy Cotton went from administrative assistant to Dr. King’s inner circle. Alongside Septima Clark, she taught s… https://t.co/MO8ZKyqvJI",33.0
34,Tue Apr 03 20:12:00 +0000 2018,@nytimes,0.4588,0.0,0.87,0.13,"Months before Rosa Parks took her seat on that bus, she attended civic engagement workshops. It was Septima Clark —… https://t.co/E6GSDZiYuz",34.0
35,Tue Apr 03 20:09:00 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"When asked about the role of women in the movement, Juanita Jones Abernathy once said, “The men ran the movement, b… https://t.co/1xj1NnxvEo",35.0
36,Tue Apr 03 20:06:01 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"As president of the National Council of Negro Women, Dorothy Height was part of an elite group called “The Big Six.… https://t.co/c8BH3fxUS1",36.0
